portfolio,ticker,target_weight,current_weight,delta_weight,rank,company_name,sector,lane,theme,selection_score,reference_price,reference_price_date,suggested_action,selection_reason,review_required,review_reason,production_mutation_allowed,live_trading_enabled,human_approval_required,target_book_source
main,AMAT,0.0471563917183456,0.0,0.0471563917183456,7,APPLIED MATERIAL INC,Information Technology,,,8.051820235054496,617.1099853515625,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,LRCX,0.0471563917183456,0.0,0.0471563917183456,8,LAM RESEARCH CORP,Information Technology,,,8.038504618049375,389.0400085449219,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,ROST,0.0406593678538976,0.0,0.0406593678538976,9,ROSS STORES INC,Consumer Discretionary,,,3.564570188686401,232.8000030517578,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,NUE,0.0405084525289295,0.0,0.0405084525289295,10,NUCOR CORP,Materials,,,2.961588155937232,243.8300018310547,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,TKR,0.04,0.0,0.04,11,TIMKEN,Industrials,,,4.0104664700026,139.39999389648438,2026-06-17,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,WDC,0.0342812027605514,0.1111149864807959,-0.07683378372024449,12,WESTERN DIGITAL CORP,Information Technology,,,7.396851938851831,746.22998046875,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,KLAC,0.0342812027605514,0.0,0.0342812027605514,13,KLA CORP,Information Technology,,,7.036200882600652,259.5599975585937,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,AMKR,0.0342812027605514,0.0,0.0342812027605514,14,AMKOR TECHNOLOGY INC,Information Technology,,,2.965962660283041,90.45999908447266,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,ENTG,0.0342812027605514,0.0,0.0342812027605514,15,ENTEGRIS INC,Information Technology,,,3.917227612246736,178.77000427246094,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,ARW,0.0342812027605514,0.0,0.0342812027605514,16,ARROW ELECTRONICS INC,Information Technology,,,4.17682036417054,225.9900054931641,2026-06-17,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,COHU,0.0342812027605514,0.0,0.0342812027605514,17,Cohu Inc,Information Technology,,,3.079177411154292,69.4000015258789,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
main,CASH,0.0,0.2028704879776486,-0.2028704879776486,18,Cash reserve,Cash,,,0.0,1.0,2026-06-18,NO_CASH_TARGET,residual cash after target stock weights,True,data_readiness.ready_for_policy_replay is false; main operating target book max date 2026-06-17 is older than latest target date 2026-06-18,False,False,True,
